,D_DATE,Ticker,Cena / Wartość księgowa,Cena / Wartość księgowa Grahama,Cena / Przychody ze sprzedaży,Cena / Zysk,Cena / Zysk operacyjny,EV / Przychody ze sprzedaży,EV / EBIT,EV / EBITDA,ROE,ROA,Marża zysku operacyjnego,Marża zysku netto,Marża zysku ze sprzedaży,Marża zysku brutto,Marża zysku brutto ze sprzedaży,Rentowność operacyjna aktywów,Udział zysku netto w przepływach operacyjnych,Wskaźnik źródeł finansowania inwestycji,Zadłużenie ogólne,Zadłużenie kapitału własnego,Zastosowanie kapitału obcego,Wskaźnik ogólnej sytuacji finansowej,I stopień pokrycia,Płynność gotówkowa,Płynność szybka,Płynność bieżąca,Pokrycie zobowiązań należnościami
10,2008-11-07,CCC,-10.33,-21.71,-9.04,-20.68,-21.16,-8.49,-20.69,-19.0,13.05,19.1,15.37,14.69,11.47,14.87,0.72,19.76,-41.32,-25.27,-5.83,-10.56,-7.49,1.16,9.35,18.02,4.73,6.74,3.42
11,2009-02-19,CCC,-15.97,-4.92,-15.62,-22.42,-24.67,-16.29,-25.28,-24.49,8.3,18.07,12.04,8.73,-4.62,7.57,0.41,21.62,-39.2,-0.23,-11.08,-18.47,-2.78,-10.46,-7.89,41.11,-4.9,1.8,-37.71
12,2009-05-14,CCC,-21.71,-19.19,-23.51,-9.66,-12.1,-19.48,-7.46,-9.31,-13.34,-19.96,-12.98,-15.32,-22.22,-14.07,-2.08,-17.7,-25.49,9.44,11.46,20.69,7.64,5.67,-1.84,-17.48,33.64,62.32,105.9
13,2009-08-24,CCC,37.95,52.75,24.81,35.95,39.85,21.34,35.96,34.24,1.46,-7.91,-10.78,-8.17,-9.2,-9.48,-1.27,-10.51,43.22,-11.51,11.54,22.9,9.0,3.29,-5.24,24.06,-13.59,-28.21,-17.36
14,2009-11-16,CCC,16.12,15.17,16.47,47.21,45.91,14.36,43.27,37.52,-21.1,-23.11,-20.18,-20.93,-16.18,-21.35,-0.48,-22.42,-47.12,-19.59,2.56,5.23,1.05,1.46,0.4,99.77,-4.29,2.02,-19.99
15,2010-02-25,CCC,-7.88,-20.47,-2.08,-9.74,-9.46,-5.72,-12.84,-11.84,2.03,28.45,8.21,8.5,12.67,9.08,0.91,28.05,-49.47,-31.35,-24.89,-40.31,-18.51,-11.6,8.49,173.26,20.94,31.74,-36.43
16,2010-05-13,CCC,12.5,24.66,10.72,13.53,12.45,13.7,15.48,14.3,-0.9,-3.56,-1.62,-2.43,7.7,-0.65,1.71,-2.65,11.7,77.5,4.34,7.19,6.44,0.36,-5.71,-76.85,-36.32,-13.54,29.3
17,2010-08-26,CCC,-6.24,6.25,-1.56,-18.91,-2.18,-3.5,-4.1,-4.78,15.65,15.24,0.69,21.38,0.8,-0.47,1.62,-4.45,-9.69,-10.22,0.45,0.78,4.44,-1.67,-5.84,46.14,8.86,-18.82,-1.94
18,2010-11-08,CCC,-0.19,-9.14,2.33,-5.04,-6.84,4.26,-5.08,-3.72,5.11,0.3,9.81,7.74,1.91,10.94,1.22,2.19,58.97,32.11,6.91,12.06,0.63,5.18,4.52,-16.42,15.08,-10.46,28.65
19,2011-02-17,CCC,6.93,-0.92,12.52,13.54,14.37,9.01,10.8,10.95,-5.84,2.78,-1.65,-0.87,2.97,0.51,-0.88,2.04,22.83,-33.04,-12.2,-19.54,-9.53,-5.77,4.15,315.95,70.92,64.15,2.22
20,2011-05-10,CCC,-11.56,1.04,-11.57,-3.2,-4.29,-6.31,1.41,-0.08,-8.61,-18.58,-7.57,-8.64,-5.62,-7.89,0.17,-17.65,187.81,36.03,18.01,32.39,14.53,6.97,-6.6,-82.98,-31.41,-16.61,27.47
21,2011-08-29,CCC,-1.51,47.65,-8.3,-3.56,-16.65,-9.97,-18.17,-16.73,2.12,-7.63,10.0,-4.97,8.69,11.2,0.65,6.89,-48.89,-24.69,11.91,23.71,15.03,-0.33,-13.36,132.52,-17.32,-19.53,-40.17
22,2011-11-10,CCC,-29.68,-27.42,-24.47,-21.7,-21.49,-17.15,-13.87,-14.95,-10.19,-12.01,-3.84,-3.52,-1.85,-3.52,1.16,-12.29,56.8,81.51,2.13,4.33,1.27,0.44,-0.83,-69.84,-4.47,31.13,34.25
23,2012-02-20,CCC,-3.62,-23.72,6.37,-9.23,-10.42,3.19,-13.11,-10.75,6.16,10.52,18.83,17.19,14.03,17.74,1.79,12.04,-401.59,53.94,-4.04,-7.9,-5.8,1.05,7.27,101.97,-22.77,-4.45,-39.39
24,2012-05-10,CCC,21.37,23.18,14.7,13.96,14.75,14.66,14.71,15.16,6.49,3.23,-0.07,0.62,0.4,-1.01,-1.73,2.49,128.49,-50.59,3.26,6.58,1.64,1.12,-0.5,-55.21,13.83,-18.45,44.49
25,2012-08-29,CCC,9.25,45.97,0.36,6.87,7.11,-2.16,4.42,2.39,2.23,-0.15,-6.31,-6.1,-6.46,-7.36,-2.65,-0.36,-16.79,12.37,2.29,4.69,6.07,-2.32,-7.92,155.44,-19.36,-5.99,-43.39
26,2012-11-08,CCC,-9.38,-18.73,-10.32,-6.32,-6.89,-10.64,-7.22,-8.55,-3.26,-0.69,-3.66,-4.23,-4.86,-5.03,-1.47,-0.12,-59.8,-46.29,-2.49,-4.99,-2.57,0.14,2.78,21.18,23.78,-0.9,25.39
27,2013-02-20,CCC,21.03,-3.79,24.62,57.21,52.74,19.63,46.62,36.5,-23.01,-16.45,-18.4,-20.73,-15.32,-20.61,-2.74,-13.99,-41.48,-39.6,-8.45,-15.63,-7.88,-0.99,7.48,109.09,19.45,4.63,-34.3
28,2013-05-09,CCC,5.03,32.87,-0.33,61.18,38.51,4.7,45.51,31.26,-34.86,-37.26,-28.05,-38.17,-22.38,-31.39,-0.78,-26.99,3.18,149.53,4.31,8.29,6.91,-0.68,-7.11,-76.4,-36.66,6.45,39.16
29,2013-08-29,CCC,17.78,12.37,11.69,-15.01,-2.25,7.25,-6.15,-0.35,38.63,31.82,14.25,31.46,8.67,19.3,1.35,14.6,31.43,-48.06,5.36,10.84,1.02,2.35,1.31,198.68,49.14,-3.7,0.75
30,2013-11-07,CCC,26.1,30.03,22.17,21.92,23.34,20.54,21.7,23.44,3.41,-2.56,-0.91,0.15,-0.83,-1.02,-2.76,-3.72,22.04,2.74,5.68,12.16,2.48,1.6,-0.86,4.15,2.84,-10.63,1.59
31,2014-02-20,CCC,-8.52,-28.07,-5.83,-18.81,-19.3,-6.9,-20.22,-14.47,12.67,27.63,16.59,15.98,17.24,18.53,1.13,28.52,1.57,74.32,-11.67,-22.06,-9.09,-1.78,8.03,51.43,18.34,23.87,-14.22
32,2014-05-07,CCC,12.25,17.18,3.62,-14.89,-8.84,6.26,-6.51,-3.98,31.85,8.5,13.74,21.78,11.5,16.29,1.79,1.27,44.78,-57.46,19.94,45.85,8.75,7.06,-1.56,-19.95,-9.25,-22.23,9.34
33,2014-08-27,CCC,-14.74,-0.92,-16.81,-13.67,-18.9,-15.17,-17.3,-17.25,-1.22,-18.14,2.59,-3.66,4.32,1.77,1.85,-12.87,310.66,-23.67,13.14,36.52,6.61,1.57,-4.72,56.0,7.44,-4.97,-54.31
34,2014-11-06,CCC,5.56,20.85,9.2,3.29,3.73,9.72,4.23,6.15,2.18,16.52,5.21,5.7,5.52,5.14,3.49,16.06,-745.54,155.37,-7.93,-19.29,-0.92,-4.43,-3.54,-45.82,-26.78,7.01,55.83
35,2015-02-23,CCC,-29.56,-5.6,-0.52,-55.03,2.82,-1.68,1.62,-2.25,56.64,102.33,-3.2,121.27,-8.71,-2.18,0.79,-11.49,123.51,32.36,-20.32,-38.31,-2.46,-8.17,-5.85,-4.82,-14.96,2.95,-30.74
36,2015-05-07,CCC,35.8,56.02,32.25,35.08,34.06,31.71,33.52,32.76,0.54,-4.78,-1.4,-2.1,-0.88,-4.01,-0.42,-4.06,-50.64,30.14,5.97,11.9,3.26,1.0,-2.18,-16.26,-4.55,-7.88,20.39
37,2015-08-25,CCC,-4.39,26.12,-9.72,-12.16,-7.96,-10.49,-8.75,-10.0,8.84,14.72,-1.84,2.78,-6.9,-1.12,-2.44,9.45,-43.91,-282.69,-5.43,-10.27,1.81,-1.67,-3.42,-1.29,-17.82,1.99,-41.72
38,2015-11-06,CCC,-9.98,-15.49,-7.4,-4.45,5.7,-6.72,6.48,2.3,-5.8,-3.68,-12.46,-3.09,-14.91,-12.97,1.12,-12.92,-12.68,150.49,-2.53,-4.65,-1.14,-0.44,0.7,46.22,52.26,18.29,67.2
39,2016-02-25,CCC,-24.74,-57.11,-18.25,48.47,-24.6,-18.59,-24.91,-23.06,-49.31,-49.25,8.48,-44.92,11.85,9.07,1.44,-0.08,-57.65,-57.8,-0.15,-0.28,-7.62,1.16,9.5,66.06,56.49,0.69,17.32
40,2016-05-12,CCC,16.49,,10.39,28.12,22.55,15.61,28.34,25.68,-9.07,-18.4,-9.97,-13.89,-14.4,-10.69,-0.75,-14.69,48.03,120.22,12.19,25.06,24.87,-0.61,-20.4,-63.89,-56.98,-20.97,-39.92
41,2016-08-25,CCC,18.44,,-9.52,-6.13,-14.28,-10.47,-15.18,-11.45,26.15,0.0,5.59,-3.62,5.71,10.53,0.59,9.46,-36.93,-24.39,18.64,49.65,14.31,-5.84,-17.63,17.06,17.0,-21.55,25.2
42,2016-11-10,CCC,4.87,,4.87,19.03,10.56,7.56,13.4,10.73,-11.88,-12.75,-5.2,-11.91,-5.91,-8.73,-2.48,-6.05,141.53,32.43,0.49,1.44,-3.21,0.01,3.31,-42.74,-9.93,0.73,54.82
43,2017-02-28,CCC,-3.61,,1.59,-13.28,-13.04,-3.32,-17.24,-12.52,11.12,28.99,16.85,17.17,15.96,17.58,-1.25,28.7,-2.25,114.07,-12.3,-24.46,-8.85,1.34,11.19,38.1,28.91,52.54,16.46
44,2017-05-15,CCC,56.26,,10.48,25.66,20.57,13.0,23.32,21.75,24.37,-14.37,-8.36,-12.06,-7.06,-11.03,-0.95,-10.72,164.33,-72.91,25.8,82.69,1.45,-5.88,-7.23,32.76,4.7,-15.14,-13.82
45,2017-08-31,CCC,-9.32,,-12.37,-13.3,-15.79,-12.64,-16.05,-15.7,4.6,2.85,4.1,1.06,6.71,-0.21,-0.82,5.76,4690.25,14.86,0.73,2.52,0.01,-0.46,-0.47,-2.03,-1.57,-3.7,-0.65
46,2017-11-13,CCC,17.62,,12.67,14.67,15.0,12.96,15.29,14.8,2.58,15.33,-2.06,-1.75,1.11,2.21,-0.15,14.99,-98.54,114.35,-5.85,-16.27,-0.12,1.63,1.78,-60.48,-54.55,8.65,-50.89
47,2018-05-14,CCC,-6.75,,-17.66,28.99,9.92,6.55,42.24,3.14,-27.69,-62.63,-25.1,-36.11,-23.49,-29.89,-0.23,-56.17,-68.42,570.77,25.38,142.66,122.47,-37.45,-71.89,-75.46,-52.51,-10.17,-8.48
48,2018-08-23,CCC,-21.85,,-15.43,-32.74,-26.45,-14.3,-25.47,-35.38,16.18,8.81,15.1,25.63,-6.3,14.74,1.04,-0.57,-63.56,-80.28,1.6,8.59,-13.58,-9.84,4.33,94.78,7.51,-47.56,-39.41
49,2018-11-08,CCC,16.68,,0.32,62.62,22.0,-1.14,20.23,-3.92,-28.26,-32.95,-17.81,-38.25,-29.97,-31.35,-1.76,-10.71,-54.13,12.0,0.19,7.29,3.04,-5.78,-8.58,-32.34,-20.95,-4.4,0.0
50,2019-05-15,CCC,31.39,,3.77,25.99,20.8,6.52,24.0,14.07,4.3,-13.64,-14.09,-17.6,-17.66,-20.26,-0.5,-10.31,-15.6,-28.85,3.27,25.21,14.97,-13.02,-24.33,-50.27,-45.21,-18.18,17.18
51,2019-09-03,CCC,-23.95,,-26.15,,12.35,-21.45,19.51,-9.29,-312.54,-310.53,-34.27,-306.8,-23.48,-57.04,-1.12,-32.86,-305.77,40.35,0.14,1.05,5.57,0.87,-4.49,147.48,5.06,0.35,-37.97
52,2019-10-30,CCC,-16.4,,-20.91,,-21.51,-13.97,-14.62,-15.25,8.7,12.5,0.67,13.62,16.81,6.45,-0.28,2.1,1.93,-16.59,1.05,5.49,-2.13,-4.2,-2.08,-15.06,-5.42,-1.5,7.48
53,2020-04-24,CCC,-58.56,,-72.39,,,-35.71,-401.74,-23.58,-1092.96,-684.21,-121.49,-691.49,-124.29,-776.6,-1.52,-120.97,-607.91,-10.12,5.72,62.34,4.49,-31.39,-34.34,-64.72,-46.33,-13.28,-27.8
54,2020-09-30,CCC,207.25,,186.12,,,39.88,89.71,140.03,-352.89,-336.58,-1246.94,-322.04,-441.18,-247.17,-3.76,-1302.56,-2029.37,40.88,0.29,3.9,-6.83,-4.91,2.06,144.98,55.51,5.22,9.6
55,2020-10-27,CCC,-10.97,,-21.03,,,-10.42,13.95,-3.46,-16.74,1.54,-4.09,-3.5,-18.84,-4.08,-2.35,1.1,44.33,-4.12,1.48,20.32,-5.83,-15.25,-9.97,-25.55,14.16,1.19,4.55
56,2021-05-31,CCC,463.83,,14.71,,,7.76,-74.82,-69.52,-299.59,12.57,38.34,18.72,51.98,31.8,0.14,33.72,405.8,59.34,2.21,367.27,-0.01,-77.66,-77.7,-48.33,-32.47,-19.97,-15.67
57,2021-10-13,CCC,-92.48,,4.28,,,-7.15,-190.31,-49.22,97.53,63.04,68.03,65.69,42.18,55.85,2.48,65.6,-102.0,-79.84,-8.59,-93.89,-12.98,1272.1,1480.83,252.92,83.49,50.14,44.58
58,2021-11-24,CCC,-44.9,,-8.94,,,-3.92,-98.76,-5.75,54.06,20.58,51.6,24.17,53.57,27.85,3.58,49.3,294.76,-40.86,-7.66,-46.58,-12.3,61.21,83.82,43.8,56.97,41.28,79.87
59,2022-05-25,CCC,-14.74,,-35.8,,-94.53,-18.57,-93.06,-21.3,-38.01,-13.09,1100.0,-4.08,124.71,-7.88,2.4,1220.0,227.67,76.12,2.65,25.17,3.71,-15.98,-18.98,-49.53,-20.34,-7.34,15.93
60,2022-10-25,CCC,-13.01,,-20.23,,20038.72,-11.52,22236.09,0.26,-65.81,-52.52,-100.0,-51.96,109.52,-51.14,-0.06,-100.0,-122.0,137.08,0.97,9.87,0.11,-7.08,-7.19,9.72,-25.7,-20.06,-42.92
61,2022-12-01,CCC,-6.81,,-18.5,,,-7.31,-100.4,4.58,-31.46,-20.43,,-15.05,-38.64,-29.61,-0.79,,16.01,-729.06,1.01,10.16,1.08,-7.39,-8.38,-30.46,-13.51,3.1,11.0
62,2023-06-14,CCC,-12.88,,-0.26,,,-6.33,20.69,-3.92,28.36,19.46,-17.86,18.12,-108.93,2.06,-1.11,-15.07,54.75,143.49,-0.63,-11.52,-4.22,11.55,16.52,-10.88,-4.99,-3.68,1.19
63,2023-10-11,CCC,-11.28,,44.75,,,14.15,-413.77,5.81,52.63,21.43,77.27,22.67,-1280.0,21.26,-1.15,77.38,10.7,168.86,-4.51,-42.43,-2.0,58.37,61.54,11.04,7.91,-0.27,5.01
64,2023-11-29,CCC,-23.74,,-23.35,,,-11.71,131.76,-19.78,26.26,31.55,373.33,25.86,102.9,11.57,0.18,357.89,40.98,-77.52,1.26,9.22,-5.35,-5.78,-0.46,11.47,6.15,-3.99,-4.49
65,2024-06-12,CCC,51.88,,58.78,,-25.74,30.31,-39.07,4.55,339.43,339.47,113.85,352.54,145.7,144.52,2.49,103.2,389.31,-41.07,0.32,1.05,-6.5,-0.15,6.76,31.45,13.23,2.15,4.85
66,2015-05-15,CDL,-0.07,-3.37,-0.13,17.41,-0.91,10.94,10.07,10.43,-14.88,-18.81,0.79,-15.02,-12.11,-16.18,,-3.79,43.66,-1844.68,4.4,9.4,1.83,5.58,3.67,-54.25,-16.81,-2.65,2.76
67,2015-08-14,CDL,-18.58,-20.63,-21.36,-29.89,-20.21,-19.68,-18.51,-17.86,16.13,17.65,-1.46,12.27,-1.2,10.83,,3.36,-42.06,100.84,-1.11,-2.38,-1.6,1.34,2.98,88.49,10.75,2.36,-9.88
68,2015-11-13,CDL,1.54,2.01,7.44,3.47,18.31,7.93,18.85,17.29,-1.84,-3.47,-9.21,3.79,-6.75,4.26,,-15.58,-7.23,-1126.51,1.45,3.11,1.16,0.6,-0.54,-25.52,-11.16,-4.89,-3.61
69,2016-05-13,CDL,0.24,2.1,-1.41,0.53,3.83,2.22,7.65,6.67,-0.29,-7.28,-5.01,-2.02,-1.17,-3.25,,-10.2,-40.56,102.35,7.49,15.59,5.66,3.64,-1.9,45.86,2.12,-10.79,-8.45
70,2016-08-12,CDL,21.38,46.11,18.68,27.54,23.3,12.5,16.88,15.57,-4.82,-8.85,-3.8,-6.89,-5.31,-5.34,,-5.64,-31.34,112.64,3.83,8.31,8.01,-7.94,-14.77,-13.71,-1.1,-7.11,2.32
71,2016-11-14,CDL,4.88,8.93,3.99,28.3,11.66,4.11,11.78,10.24,-18.26,-12.21,-6.91,-18.93,-10.91,-19.85,,0.89,-38.82,-21.02,-6.32,-12.75,-2.66,-5.21,-2.63,35.96,10.82,5.09,3.71
72,2017-05-15,CDL,8.87,9.9,7.62,8.0,13.78,10.85,17.19,15.14,0.83,0.29,-5.43,-0.44,1.29,0.6,,-4.85,6.66,147.99,0.68,1.24,0.77,-0.01,-0.76,-34.85,6.66,6.28,28.51
73,2017-08-11,CDL,18.73,33.37,9.3,36.22,2.01,7.68,0.5,0.73,-12.85,-24.14,7.13,-19.68,6.06,-19.88,,1.35,-0.86,-72.16,15.39,32.57,12.84,3.69,-8.12,86.65,-8.74,-20.35,-27.94
74,2017-11-15,CDL,-20.46,-26.18,-18.5,-26.1,-22.99,-14.72,-19.42,-18.56,7.64,10.65,5.79,10.16,3.21,11.66,,6.14,60.4,380.56,-2.47,-5.09,-3.43,1.76,5.37,-50.35,-11.63,1.35,5.69
75,2018-05-15,CDL,25.98,32.89,21.2,28.54,27.31,24.75,31.03,30.07,-2.0,0.93,-4.8,-5.66,1.24,-5.01,,1.84,9.62,39.38,-2.97,-5.68,-0.18,-4.43,-4.27,-22.51,-14.35,0.99,-16.49
76,2018-08-13,CDL,-21.19,-19.01,-20.56,-43.81,-21.86,-15.49,-16.88,-16.83,40.26,34.48,1.62,41.27,1.75,40.62,,-3.25,94.57,320.04,4.4,8.77,3.54,1.4,-2.06,-31.03,-8.24,-6.64,15.67
77,2018-11-15,CDL,-22.39,-20.9,-18.95,-21.87,-20.8,-15.67,-17.6,-17.59,-0.64,3.33,2.34,3.73,11.67,3.86,,1.99,-43.42,-69.44,-4.05,-7.78,-1.87,-3.24,-1.38,51.73,12.62,1.31,-11.94
78,2019-05-30,CDL,31.25,,4.92,56.48,59.87,46.48,123.21,80.79,-16.14,-56.13,-34.32,-32.98,-35.55,-33.73,,-57.05,9.7,-3.55,48.55,184.17,49.13,-22.46,-48.01,-53.38,-44.61,-34.97,-28.83
79,2019-08-30,CDL,-17.03,,-29.71,-2.06,-8.83,-20.69,2.89,-16.61,-15.28,-17.92,-22.96,-28.21,-22.48,-28.18,,-11.75,-27.97,-28.78,1.31,4.47,2.94,-2.25,-5.03,-0.35,-11.1,-2.19,-14.41
80,2019-11-29,CDL,-28.57,,-38.38,-24.73,-33.36,-27.39,-21.48,-28.87,-5.08,0.22,-7.53,-18.08,-12.83,-19.17,,13.14,-15.31,-2.72,-1.92,-7.08,0.32,2.93,2.61,63.43,16.75,1.78,1.79
81,2020-07-27,CDL,-39.35,,-47.24,,-45.26,-11.23,-7.85,-14.03,-109.08,-107.91,-3.81,-107.72,1.56,-136.77,,-3.24,-106.72,-35.64,7.35,22.87,6.61,-6.18,-12.0,-22.35,-15.43,-6.81,-24.07
82,2020-08-28,CDL,17.71,,17.88,,50.3,-5.66,20.28,-0.3,-1054.46,-1110.71,-21.54,-1084.21,-0.77,-176.64,,-18.09,-607.51,234.98,-1.55,-5.81,-1.91,2.94,4.96,62.05,-3.15,3.44,-12.68
83,2020-11-27,CDL,-6.61,,-1.34,,-26.47,-8.94,-32.14,-20.13,-87.16,-99.12,34.17,-97.33,18.96,-95.27,,35.06,-40.11,202.64,-1.75,-7.67,-2.47,4.62,7.25,21.45,9.48,-1.2,6.59
84,2021-05-31,CDL,12.33,,4.88,,,1.44,200.11,-13.83,34.41,39.08,201.3,38.74,22.07,52.81,,200.83,52.62,-55.51,2.42,10.33,-0.7,-4.32,-3.65,-8.93,3.55,-2.36,18.01
85,2021-08-27,CDL,3.54,,19.19,,-73.03,1.48,-77.04,-18.63,71.27,65.55,341.03,67.03,18.55,69.38,,359.5,57.61,-588.08,-5.47,-21.18,-7.82,14.17,23.85,-37.69,-10.38,6.81,6.07
86,2021-11-19,CDL,-1.39,,13.25,,1.12,-1.88,-12.37,0.88,186.9,196.3,11.92,200.0,5.44,304.32,,8.09,212.7,106.18,-4.1,-13.43,-9.17,8.6,19.57,126.57,48.19,7.11,18.17
87,2022-05-20,CDL,-8.21,,-16.17,3.23,-11.89,-10.08,-5.5,-5.27,-11.09,-19.39,-4.81,-18.77,-5.39,-26.25,,-5.58,1.88,-392.87,4.74,15.54,-0.99,-2.01,-1.02,-77.33,-31.15,-3.46,17.45
88,2022-08-26,CDL,-19.43,,-16.09,-2.61,-8.5,-2.43,6.38,3.93,-17.29,-21.95,-8.32,-13.79,-4.98,6.48,,-16.9,117.88,536.46,1.46,7.52,-4.83,1.06,6.18,-31.29,-3.56,-0.78,-35.54
89,2022-11-18,CDL,2.85,,-0.4,358.07,61.19,11.41,80.31,47.32,-77.54,-80.22,-38.16,-78.2,-16.35,-63.87,,-43.85,-122.04,-110.22,3.54,17.76,0.74,-6.16,-6.84,17.82,-13.61,-3.91,33.67
90,2023-05-30,CDL,9.46,,3.42,-12.34,27.67,4.56,29.05,19.89,24.87,22.02,-18.93,17.85,-14.18,19.86,,-16.3,-25.01,-531.18,1.52,3.93,3.4,-2.37,-5.57,-61.15,13.32,-2.31,33.17
91,2023-10-02,CDL,31.8,,-7.18,,,-5.76,-169.23,-500.81,-275.9,-245.44,-236.08,-224.0,-40.77,-238.04,,-259.82,336.05,,10.41,33.57,-1.35,3.94,5.37,158.42,-2.54,0.78,-14.49
92,2023-11-17,CDL,9.99,,2.04,,,2.81,6.03,27.03,-25.71,-10.36,-9.36,-16.59,-54.35,-17.05,,-3.51,1120.25,,3.72,18.2,3.3,-8.39,-11.33,-9.58,7.82,-3.69,12.77
93,2024-05-17,CDL,18.37,43.01,22.03,,-9.38,7.91,-19.86,-5.34,78.33,77.99,34.33,77.67,29.03,83.77,,33.09,87.39,-43.23,-1.15,-2.89,1.46,-1.96,-3.38,-20.07,9.61,-1.39,17.18
94,2015-11-16,EAH,-27.07,-64.27,5.32,110.4,69.59,-5.21,52.64,27.08,-65.34,-52.2,-37.98,-50.0,-59.12,-37.93,17.29,-40.67,-121.68,-9.78,-25.46,-45.92,-24.27,1.65,34.24,72.09,30.78,36.83,27.04
95,2016-05-16,EAH,-22.09,-10.19,-29.61,,,-14.15,84.7,-242.27,-152.53,-133.33,-460.66,-128.25,-248.11,-150.65,0.93,-470.89,117.8,2.23,9.63,18.96,7.42,1.95,-5.09,-41.6,3.73,7.56,14.6
96,2016-09-29,EAH,-49.03,-36.42,-51.31,,,-40.97,51.26,62.89,-10.22,-9.21,-21.05,-5.2,-17.07,-10.88,-4.41,-25.72,361.64,-4.52,4.65,5.57,5.05,3.59,-1.39,62.83,-20.65,-12.03,-30.06
97,2016-11-23,EAH,-20.54,-21.64,-24.49,,,-18.8,29.62,39.84,-14.65,-6.54,-15.46,-8.71,-14.58,-10.75,-1.61,-12.87,-143.75,-37.34,7.04,15.03,1.93,2.41,0.48,75.82,-3.03,-5.79,-22.75
98,2017-05-30,EAH,7.0,12.2,-1.11,,,13.77,-155.54,-88.76,45.95,41.87,55.51,50.0,52.85,52.42,-0.27,48.16,88.86,43.25,-5.36,-12.0,-1.32,-2.02,-0.7,-46.63,-2.54,-2.67,22.05
99,2017-09-27,EAH,13.97,5.33,10.98,,,-8.99,704.39,-51.06,62.53,59.72,115.24,63.64,119.83,106.78,0.09,116.77,66.9,-41.91,-5.6,-11.77,-3.71,-0.5,3.33,47.95,13.03,7.15,7.03
100,2017-11-29,EAH,63.84,18.13,44.67,,-82.63,23.32,-85.19,-12.71,904.57,995.29,725.0,813.46,726.09,5337.5,0.27,938.46,1423.38,-145.18,-7.92,-17.66,-12.11,6.94,21.68,7.21,31.19,13.05,22.55
101,2018-05-24,EAH,-2.58,16.82,-0.03,-16.47,-23.94,13.89,-13.32,-2.34,16.65,16.35,31.67,19.79,34.23,15.67,2.2,27.9,6.15,-78.75,1.04,1.2,5.43,-2.44,-7.48,-63.72,-18.97,-5.97,-0.17
